SERIAL,BMG_ID2,QUINTILE,OA11,SUPERGROUP,GROUPCODE,SUBGROUPCODE,QUINTILE_N,GROUP,SUBGROUP,WARD,QGEN,QAGE,QAGEBND,QETH,Q1,Q2,Q3,Q4,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,Q5H,Q5I,Q5J,Q5K,Q5L,Q5M,Q5N,Q5O,Q5P,Q5Q,Q5R,Q5S,Q5T,Q5U,Q5V,Q5W,Q5X,Q5Y,Q5Z,Q5AA,Q5AB,Q5AC,Q5AD,Q5AE,Q5AF,Q5AG,Q5AH,Q5CQ,Q5CR,Q5CS,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q6I,Q6J,Q6K,Q6L,Q6M,Q6N,Q6O,Q6P,Q6Q,Q6R,Q6S,Q6T,Q6U,Q6V,Q6W,Q6X,Q6Y,Q6Z,Q6AA,Q6AB,Q6AC,Q6AD,Q6AE,Q6AF,Q6AG,Q6AH,Q6AI,Q6AJ,Q6AK,Q6AL,Q6AM,Q6CQ,Q6CR,Q6CS,Q8NA,Q8NB,Q8NC,Q8ND,Q8NE,Q8NF,Q8NG,Q8NH,Q8NI,Q8NJ,Q8NK,Q8NL,Q8NM,Q8NN,Q8NO,Q8NP,Q8NQ,Q8NR,Q8NS,Q8NT,Q8NU,Q8NV,Q8NW,Q8NX,Q8NY,Q8NZ,Q8NAA,Q8NAB,Q8NAC,Q8NAD,Q8NAE,Q8NAF,Q8NAG,Q8NAH,Q8NAI,Q8NAJ,Q8NAK,Q8NAL,Q8NAM,Q8NAN,Q8NCO,Q8NCP,Q8NCQ,Q8NCR,Q8NCS,Q8NCT,Q10,Q11,Q12,Q13_R1,Q13_R2,Q13_R3,Q13_R4,Q13_R5,Q13_R6,Q13_R7,Q13_R8,Q14,Q14A,Q14CA,Q14CB,Q14CC,Q14CD,Q14CE,Q14CF,Q14CCQ,Q14CCS,Q15_R1,Q15_R2,Q15_R3,Q15_R4,Q15_R5,Q15_R6,Q15_R7,Q15_R8,Q15_SCORE,Q15_SCOREBND,Q16,Q17,Q19,Q21,Q24_R1,Q24_R2,Q24_R3,Q24_R4,Q24_R5,Q24_R6,Q25,Q26A,Q26B,Q26C,Q26D,Q26E,Q26F,Q26G,Q26CQ,Q26CS,Q29A,Q29B,Q29C,Q29D,Q29E,Q29F,Q29G,Q29H,Q29I,Q29bb,Q30,Q32,Q33A,Q33B,Q33C,Q33D,Q34,Q35,Q36_R1,Q36_R2,Q36_R3,Q36_R4,Q36_R5,Q37,Q38A,Q38B,Q38C,Q38D,Q38E,Q38F,Q38G,Q38H,Q38I,Q38J,Q38K,Q38L,Q38CQ,Q38CS,Q39A,Q39B,Q39C,Q39D,Q39E,Q39F,Q39G,Q39H,Q39I,Q39J,Q39K,Q39L,Q39M,Q39N,Q39O,Q39P,Q39Q,Q39R,Q39S,Q39T,Q39U,Q39V,Q39CQ,Q39CR,Q39CS,Q40,Q41_A_R1,Q41_B_R1,Q41_C_R1,Q41_D_R1,Q41_E_R1,Q41_F_R1,Q41_G_R1,Q41_H_R1,Q41_I_R1,Q41_J_R1,Q41_K_R1,Q41_L_R1,Q41_M_R1,Q41_N_R1,Q41_O_R1,Q41_P_R1,Q41_Q_R1,Q41_R_R1,Q42NA,Q42NB,Q42NC,Q42ND,Q42NCQ,Q42NCR,Q42NCS,Q42NCT,Q43,Q44,Q45A,Q45B,Q45C,Q45D,Q45E,Q45F,Q45G,Q45H,Q45I,Q45J,Q45K,Q45CQ,Q45CR,Q45CS,Q45CT,Q46,Q47,Q48,Q49,Q50A,Q50B,Q50C,Q50D,Q50E,Q50F,Q50G,Q50H,Q50CQ,Q50CR,Q50CS,Q51,Q52,Q53,Q54,Q55,Q56,WEIGHT
70647358,939309784,1,E00015478,3,3d,3d3,1,11,31,7,1,36,3,1,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,1,2,2,2,2,2,2,2,2,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,4,0,1,1,1,5,3,4,3,2,3,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,1,0,0,0,0,0,0,0,1,1,2,9,8,9,1,2,5,2,2,2,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,5,5,5,5,5,5,5,5,2,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,2,95,1,2,2,#NULL!,0.8
70647359,939306748,1,E00015478,3,3d,3d3,1,11,31,7,1,24,1,2,2,3,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,2,3,3,2,2,2,4,2,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,4,0,1,1,1,4,3,5,2,5,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,0,0,1,2,2,2,8,8,8,3,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,1,0,1,0,0,1,0,0,0,0,0,2,95,1,2,2,#NULL!,0.6
70659896,939308070,5,E00015447,3,3a,3a1,5,8,22,7,1,79,7,1,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,4,4,3,4,4,4,4,4,5,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,2,3,3,3,2,3,11,1,1,4,4,3,1,3,3,3,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,3,6,5,4,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,3,2,3,5,4,2,3,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,#NULL!,6,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,#NULL!,0.8
70659897,939313022,5,E00015447,3,3a,3a1,5,8,22,7,2,35,3,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,1,4,4,4,4,4,4,4,2,4,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,4,1,2,2,3,15,2,2,3,3,3,5,2,3,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,11,11,11,3,1,5,5,5,3,4,4,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,#NULL!,4,#NULL!,2,1,#NULL!,#NULL!,4,2,1,1,3,4,4,#NULL!,#NULL!,0,0,0,0,0,1,0,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,1,0,0,0,0,0,0,0,0,2,3,1,1,2,#NULL!,0.6
70659899,939312178,5,E00015447,3,3a,3a1,5,8,22,7,2,32,2,16,2,2,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,1,2,2,2,4,3,4,4,3,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,4,0,1,2,2,2,3,4,2,2,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,0,1,0,0,1,2,3,10,9,10,2,2,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,4,2,4,2,4,5,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,1,1,0,0,0,0,0,0,0,2,3,1,2,2,#NULL!,1.4
70659901,939312176,1,E00015449,3,3d,3d3,1,11,31,7,2,51,4,1,2,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2,2,2,2,2,2,2,2,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,2,3,4,2,4,5,1,1,2,2,3,2,3,3,4,2,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,3,9,7,8,4,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,3,4,5,5,5,5,5,2,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,2,#NULL!,0.7
70659902,939309160,1,E00015449,3,3d,3d3,1,11,31,7,1,18,1,1,2,2,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,3,2,2,2,3,2,3,3,0,1,0,0,0,0,1,0,3,3,1,3,3,3,2,3,11,1,1,2,2,3,5,5,2,2,5,5,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,1,0,1,0,0,0,4,1,3,9,10,10,4,1,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,4,4,4,5,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,#NULL!,6,1,1,0,0,1,1,1,0,0,0,0,0,2,1,1,2,2,#NULL!,1.6
70659904,939300419,5,E00015482,3,3a,3a1,5,8,22,7,2,60,5,1,1,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,2,4,4,4,4,3,5,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,2,4,4,4,3,4,3,1,1,2,2,3,4,4,4,4,2,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,1,0,0,4,1,2,9,9,9,4,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3,5,4,4,4,4,5,5,4,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,#NULL!,6,1,1,0,0,0,0,1,0,0,0,0,0,2,3,5,2,2,#NULL!,0.2
70659905,939304428,5,E00015482,3,3a,3a1,5,8,22,7,2,57,5,1,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,2,2,2,2,3,3,3,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,2,4,2,1,1,2,2,3,4,4,4,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,11,10,4,7,2,4,3,2,2,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,#NULL!,5,#NULL!,5,5,#NULL!,#NULL!,4,5,5,4,4,5,5,#NULL!,#NULL!,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,#NULL!,6,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,2,#NULL!,0.5
70659908,939312628,5,E00015482,3,3a,3a1,5,8,22,7,1,21,1,16,2,2,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,6,2,2,3,3,3,3,2,6,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,4,0,1,2,2,2,3,2,5,2,5,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,11,10,7,2,3,3,2,2,1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,#NULL!,4,#NULL!,5,4,#NULL!,#NULL!,4,4,5,5,4,5,5,#NULL!,#NULL!,0,0,0,0,0,1,0,0,4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,#NULL!,6,1,1,0,0,0,0,1,0,0,0,0,0,2,1,1,1,2,#NULL!,0.6
70659909,939305778,4,E00015462,4,4a,4a3,4,12,34,7,2,43,3,1,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2,2,2,2,2,2,2,3,2,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,2,3,3,2,3,2,11,1,2,2,2,3,2,3,2,3,5,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,2,5,6,9,3,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,5,5,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1,1,0,1,0,0,1,0,0,0,0,0,2,1,1,2,2,#NULL!,0.6
70659910,939313356,4,E00015462,4,4a,4a3,4,12,34,7,2,76,7,16,1,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,2,2,2,2,2,2,1,2,2,3,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,4,4,4,4,4,4,0,1,1,2,2,3,1,1,5,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,6,10,10,9,4,2,4,1,2,2,2,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,5,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,#NULL!,6,1,0,0,0,0,0,0,0,0,0,1,0,2,3,1,2,2,#NULL!,0.8
70659911,939303820,4,E00015462,4,4a,4a3,4,12,34,7,1,73,6,1,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,1,2,2,2,4,3,2,3,2,8,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,4,4,4,4,2,4,4,1,1,2,1,3,2,4,4,4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,6,7,9,11,3,2,4,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,4,5,5,5,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,#NULL!,6,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,2,#NULL!,0.3
70659912,939305692,1,E00015478,3,3d,3d3,1,11,31,7,2,38,3,1,2,4,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,2,2,2,2,3,2,3,2,4,4,0,0,0,0,0,0,1,0,4,4,2,2,3,4,3,1,9,1,1,2,2,3,4,3,4,4,4,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,4,1,2,11,9,8,7,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3,5,5,5,5,5,5,5,2,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,6,1,1,0,0,0,0,1,0,0,0,0,0,2,3,1,2,2,#NULL!,0.6
70659913,939301402,1,E00015478,3,3d,3d3,1,11,31,7,2,36,3,16,1,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,2,2,2,3,2,2,1,2,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,2,4,4,4,4,1,5,1,2,2,2,3,4,1,1,1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,9,7,6,7,2,4,1,1,1,1,2,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,4,5,5,5,5,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,0,0,0,0,1,0,0,4,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,#NULL!,6,1,1,0,0,1,0,0,0,0,0,0,0,2,6,1,2,2,#NULL!,2.2
